text,category
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Sub-contractor deployed 2nd shift for bridge superstructure launching girder operations.","CONTRACTOR_ISSUE"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Underground water pipeline relocation package awarded to state water board.","UTILITY_SHIFTING"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Tree felling completed in non-forest zone; compensatory afforestation deposit certified.","FOREST_CLEARANCE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
"Additional land acquisition for bypass alignment submitted to District Revenue authority.","LAND_ACQUISITION"
"Civil superstructure works progressing smoothly with zero contractual impediments.","NONE"
